"Debate abierto: ¿Lewandowski merecía más el Balón de Oro que Messi?","Fútbol Internacional","https://www.eltiempo.com/deportes/futbol-internacional/fue-justo-el-balon-de-oro-de-messi-por-encima-de-robert-lewandowski-635762"
"Alerta en Cali: hombres armados amenazaron a pasajeros de un bus del MIO","Cali","https://www.eltiempo.com/colombia/cali/hombres-armados-amenazaron-a-pasajeros-de-un-bus-del-mio-en-cali-635603"
"Primeros detalles de las negociaciones del salario mínimo 2022","Sectores","https://www.eltiempo.com/economia/sectores/salario-minimo-2022-mintrabajo-da-primeros-detalles-sobre-negociaciones-635728"
"Turismo colombiano muestra un crecimiento sostenido","Viajar","https://www.eltiempo.com/vida/viajar/la-recuperacion-del-turismo-colombiano-muestra-crecimiento-sostenido-635757"
"Ojo a los cierres de la carrera 68 por obras de TransMilenio","Bogotá","https://www.eltiempo.com/bogota/cierres-en-la-carrera-68-por-construccion-de-transmienio-movilidad-hoy-635655"
"Otro bebé Emberá está en delicado estado de salud: ¿qué pasará con ellos?","Bogotá","https://www.eltiempo.com/bogota/las-salidas-que-les-quedan-a-los-1-300-emberas-del-parque-nacional-635749"
"Tribunal tumba fallo que frenó aplicación de cambio a Ley de Garantías","Cortes","https://www.eltiempo.com/justicia/cortes/ley-de-garantias-tribunal-tumba-fallo-que-freno-aplicacion-de-modificacion-635652"
"Mejía el primer militar que enfrentaría juicio en JEP por falsos positivos","JEP Colombia","https://www.eltiempo.com/justicia/jep-colombia/jep-envia-a-coronel-publio-mejia-a-su-fiscalia-por-falsos-positivos-635631"
"Ojo a los cierres de la carrera 68 por obras de TransMilenio","Bogotá","https://www.eltiempo.com/bogota/cierres-en-la-carrera-68-por-construccion-de-transmienio-movilidad-hoy-635655"
"Otro bebé Emberá está en delicado estado de salud: ¿qué pasará con ellos?","Bogotá","https://www.eltiempo.com/bogota/las-salidas-que-les-quedan-a-los-1-300-emberas-del-parque-nacional-635749"
"Tribunal tumba fallo que frenó aplicación de cambio a Ley de Garantías","Cortes","https://www.eltiempo.com/justicia/cortes/ley-de-garantias-tribunal-tumba-fallo-que-freno-aplicacion-de-modificacion-635652"
"Mejía el primer militar que enfrentaría juicio en JEP por falsos positivos","JEP Colombia","https://www.eltiempo.com/justicia/jep-colombia/jep-envia-a-coronel-publio-mejia-a-su-fiscalia-por-falsos-positivos-635631"
